Industry,Job Title,Business Name,Link,Phone,Email,Website,Street,Suburb,State,Postcode,Full Location,About Us,Products and Services
Education_and_Training,Art_Teacher,Teachers Bazaar,https://www.yellowpages.com.au/vic/montrose/teachers-bazaar-14540112-listing.html,(03) 9761 8619,,https://www.teachersbazaar.com.au,18 Actoal Dr,Montrose,VIC,3765.0,"18 Actoal Dr, Montrose VIC 3765",No information available,No information available
Education_and_Training,Art_Teacher,Teachers First Choice Pty Ltd,https://www.yellowpages.com.au/vic/bayswater/teachers-first-choice-pty-ltd-14739939-listing.html,(03) 8739 7577,,,Factory 1-2/ 65 Barry St,Bayswater,VIC,3153.0,"Factory 1-2/ 65 Barry St, Bayswater VIC 3153",No information available,No information available
Education_and_Training,Art_Teacher,Viva School of Performing Arts,https://www.yellowpages.com.au/vic/camberwell/viva-school-of-performing-arts-15171095-listing.html,(03) 9813 5564,sabrina@vspa.com.au,http://www.vspa.com.au,Burke Rd,Camberwell,VIC,3124.0,"Burke Rd, Camberwell VIC 3124",No information available,No information available
Education_and_Training,Art_Teacher,Margaret's School Of Singing & Performing Arts,https://www.yellowpages.com.au/vic/reservoir/margarets-school-of-singing-performing-arts-12532348-listing.html,0402 326 752,,,114 Wilson Blv,Reservoir,VIC,3073.0,"114 Wilson Blv, Reservoir VIC 3073",No information available,No information available
Education_and_Training,Art_Teacher,Planetshakers School Of Creative Arts,https://www.yellowpages.com.au/vic/southbank/planetshakers-school-of-creative-arts-15620283-listing.html,(03) 9896 7922,soca@planetshakers.com,https://www.planetshakers.com/soca,127 Whiteman St,Southbank,VIC,3006.0,"127 Whiteman St, Southbank VIC 3006",No information available,No information available
Education_and_Training,Art_Teacher,Katrina Post School of Performing Arts,https://www.yellowpages.com.au/vic/alphington/katrina-post-school-of-performing-arts-15547932-listing.html,0403 156 920,katsdance@live.com.au,http://www.katsdance.com.au,3 Adams St,Alphington,VIC,3078.0,"3 Adams St, Alphington VIC 3078",No information available,No information available
Education_and_Training,Art_Teacher,Stage Left Performing Arts School,https://www.yellowpages.com.au/vic/malvern-east/stage-left-performing-arts-school-14381205-listing.html,1300 369 443,info@stageleft.com.au,http://www.stageleft.com.au,PO Box 134,Malvern East,VIC,3145.0,"PO Box 134, Malvern East VIC 3145",No information available,No information available
Education_and_Training,Art_Teacher,Victorian Dance Academy School of Performing Arts,https://www.yellowpages.com.au/vic/mitcham/victorian-dance-academy-school-of-performing-arts-15552110-listing.html,0477 680 104,vicdanceacademy@gmail.com,http://www.victoriandanceacademy.com.au,Unit 4/ 25-39 Cook Rd,Mitcham,VIC,3132.0,"Unit 4/ 25-39 Cook Rd, Mitcham VIC 3132",No information available,No information available
Education_and_Training,Art_Teacher,Vogue School Of Performing Arts,https://www.yellowpages.com.au/vic/pascoe-vale-south/vogue-school-of-performing-arts-14534333-listing.html,(03) 9354 3900,,http://www.voguedance.com,409 Bell St,Pascoe Vale South,VIC,3044.0,"409 Bell St, Pascoe Vale South VIC 3044",No information available,No information available
Education_and_Training,Art_Teacher,Artz Collective Performing Arts School,https://www.yellowpages.com.au/vic/altona-north/artz-collective-performing-arts-school-15428020-listing.html,0425 731 569,,http://www.artzcollective.com.au,1/ 37 Chambers Rd,Altona North,VIC,3025.0,"1/ 37 Chambers Rd, Altona North VIC 3025",No information available,No information available
Education_and_Training,Art_Teacher,Cathay Future School of Classical Arts,https://www.yellowpages.com.au/vic/forest-hill/cathay-future-school-of-classical-arts-15158894-listing.html,(03) 9877 9979,classicalarts@hotmail.com,,67 Mahoneys Rd,Forest Hill,VIC,3131.0,"67 Mahoneys Rd, Forest Hill VIC 3131",No information available,No information available
Education_and_Training,Art_Teacher,School of Martial Arts,https://www.yellowpages.com.au/vic/doncaster/school-of-martial-arts-12162043-listing.html,(03) 9841 7706,,,,Doncaster,VIC,3108,Doncaster VIC 3108,No information available,No information available
Education_and_Training,Art_Teacher,Elation School of Performing Arts,https://www.yellowpages.com.au/vic/vermont/elation-school-of-performing-arts-15390617-listing.html,0490 458 477,,,27-63 Morack Rd,Vermont,VIC,3133.0,"27-63 Morack Rd, Vermont VIC 3133",No information available,No information available
Education_and_Training,Art_Teacher,Golden Cobra School Of Martial Arts,https://www.yellowpages.com.au/vic/belgrave/golden-cobra-school-of-martial-arts-13374185-listing.html,(03) 9754 7892,,,1681 Burwood Hwy,Belgrave,VIC,3160.0,"1681 Burwood Hwy, Belgrave VIC 3160",No information available,No information available
Education_and_Training,Art_Teacher,Confident Kids Performing Arts School,https://www.yellowpages.com.au/vic/cranbourne-west/confident-kids-performing-arts-school-1000002824543-listing.html,0422 221 461,,,21-23 Morialta Rd,Cranbourne West,VIC,3977.0,"21-23 Morialta Rd, Cranbourne West VIC 3977",No information available,No information available
Education_and_Training,Art_Teacher,Ultimate Martial Arts Academy,https://www.yellowpages.com.au/vic/hallam/ultimate-martial-arts-academy-14858665-listing.html,(03) 9702 3268,sifuhenry@ultimatemartialarts.com.au,http://www.ultimatemartialarts.com.au,Unit 3 / 82-84 Melverton Dr,Hallam,VIC,3803.0,"Unit 3 / 82-84 Melverton Dr, Hallam VIC 3803","About Ultimate Martial Arts Academy
International Applied Wing Chun Federation
Payment Methods
American Express
Cash
Direct Debit
EFTPOS
Mastercard
Visa
ABN
15 652 122 139
Established
2004
Also trades as
We offer a clean and safe atmosphere and we are sure that our school is developed to enhance self defence and combative success.","Events
Demonstrations, Exhibitions, Promotions, Seminars, Training Sessions
Product
Belts, Boxing Gear, Gloves, Mats, Protective Wear, Punching Bags, Shorts, Striking Equipment, Training Equipment, Uniforms, Wooden Dummies
Style
Kickboxing, Kung Fu, Wing Chun
Offering
Boxercise, Coaching, Competitions, Core Conditioning, Courses, Fighting Techniques, Fitness Training, Focus Training, Grading, Hand-to-hand, Meditation, Self Defence, Set Forms, Sparring, Training, Weapons Training
Features
Co-ordination, Fitness, Flexibility, Guaranteed, Health, Licensed, Martial Art Industry Association, Owner Operated, Personal Development, Philosophy, Protection, Psychological, Relaxation, Strength
Catering To
Adults, Advanced, All Ages, Amateur, Beginners, Boys, Children, Corporate Groups, Early Childhood, Families, Girls, Groups, Individuals, Intermediate, International, Men, Middle Childhood, National, Olympic, Professional, Schools, Seniors, Special Needs, Teenagers, Women"
Education_and_Training,Art_Teacher,St Albans Guitar School,https://www.yellowpages.com.au/vic/st-albans/st-albans-guitar-school-11917581-listing.html,0421 837 265,gregguitarist@gmail.com,,,St Albans,VIC,3021,St Albans VIC 3021,"About St Albans Guitar School
AT A GLANCE
Greg Franklin - Over 25 years of exp. in teaching
Courses can be designed around individual needs
Flexibility of appointment times
Skype lessons available
Working with children's permit
The St Albans Guitar School brings you the best teaching in all styles of guitar and singing.
The St Albans Guitar School offers the best personal instruction in all styles of guitar, Uke and singing, from beginner to professional. With over 25 years of experience, Greg Franklin will help you get the best results.
Greg Franklin offers lessons in all styles of guitar, bass and singing including contemporary, classical, rock and country. Song writing and music theory lessons are also available.
Greg Franklin has studied music at university both in Australia and the USA.
Lessons are available in 30 minutes, one hour blocks and can be weekly, fortnightly or monthly. Skype lessons are also available.
ABN
87 418 227 500
Staff
1-10","Hours of Operation
Open Evenings, Open Late, Open Monday - Friday, Open Saturdays
Style
Blues, Contemporary, Jazz, Pop, Rock
Services
Private Lessons, Short Courses
Offering
Basic Knowledge, Composition
Instrument
Acoustic Guitars, Bass, Electric Guitars, Stringed
Catering To
Adults, All Ages, Children, Professionals
Rating
Over 25 Years
Keywords
Skype Lessons Available, St Albans, Vocal Training, All Styles, All Ages, Sunshine, Beginners, Electric Guitar, VCE Assistance, Guitar Teacher, Easy Beginners, Experienced, Ukulele Lessons, Sydenham, Deer Park, Performance Skills, Guitar School, Flexible Hours, Popular Styles, Fingerstyle, Kealba, Lead Guitar, Music Theory, Blues Guitar, Rock, Singing Teacher, Singing Lessons, Contemporary, Bass Lessons, Keilor Downs, Taylors Lakes, Working With Children Permit Holder, Western Suburbs, Acoustic Guitar, Guitar Lessons, Country, Song Writing Lessons, Classical"
Education_and_Training,Art_Teacher,St. Albans School Of Music,https://www.yellowpages.com.au/vic/st-albans/st-albans-school-of-music-15093580-listing.html,0434 405 645,nickadamson@optusnet.com.au,http://stalbansschoolofmusic.com.au,3 Lister St,St Albans,VIC,3021.0,"3 Lister St, St Albans VIC 3021","About St. Albans School Of Music
St Albans School Of Music is a long established music school in St Albans.
The St.Albans School of Music began operating back in the 1970’s and has been running continuously since then. Each teacher is aware of academic pressures students face, so the lessons can be tailored so as to not interfere with any school work, but may in fact enhance it.
The St. Albans School of Music currently conducts classes in Piano/Keyboard, Guitar, Bass Guitar, Ukulele, Violin, Singing and vocal Musical Theatre Training and Drums. The lessons are all conducted on a one to one basis but small groups can be organised, preferably on enrolment at the same time.
Lesson content is very flexible and the teachers try to respond to the students interests as much as possible.
ABN
91 461 224 170
Staff
11-20
Established
1990","Hours of Operation
Open Monday - Friday, Open Saturdays, Open Sundays
Style
Alternative, Blues, Classical, Contemporary, Funk, Improvisation, Jazz, Pop, Rock, Soul
Services
Examinations, Group Lessons, Private Lessons, Short Courses
Methods
AMEB
Offering
Aural Training, Basic Knowledge, HSC, Theory, VCE
Features
By Appointment
Instrument
Acoustic Guitars, Bass, Drums, Electric Guitars, Electric Pianos, Guitars, Keyboards, Pianos, Violins
Catering To
All Ages
Rating
Over 25 Years
Keywords
Voice Preparation, Music Teachers, Instrument Rental, Music, Music Teachers St Albans"
Education_and_Training,Art_Teacher,Tara's Music School,https://www.yellowpages.com.au/vic/hamilton/taras-music-school-12775317-listing.html,(03) 5572 3409,,,97 Mt Baimbridge Rd,Hamilton,VIC,3300.0,"97 Mt Baimbridge Rd, Hamilton VIC 3300","About Tara's Music School
We serve our customers in Hamilton VIC and all the surrounding areas.
We serve our customers in Hamilton VIC with quality services. We believe in 100% customer satisfaction. We have experienced music teachers who will guide you and help you become good musicians.
Through instruction, performance, and community engagement, we hope to promote creativity, lifelong learning, and artistic awareness. We are dedicated to giving educators, students, and the public the chance to engage and be inspired in all facets of the performing arts.
Services:
Assessments
Examinations
Group Lessons
Private Lessons
Short Courses
Payment Methods
Cash
ABN
95 311 513 388
Staff
1-10","Hours of Operation
Flexible Hours, Open Monday - Friday
Services
Assessments, Examinations, Group Lessons, Private Lessons, Short Courses
Features
By Appointment
Catering To
Adults
Keywords
Music Lessons In VIC, Music Teachers, Music Teacher's In VIC, Music Teacher's In Hamilton, Short Courses In VIC, Assessments, Private Music Lessons, Music Lessons, Music Lessons In Hamilton, Short Courses In Hamilton"
Education_and_Training,Art_Teacher,Kyneton School Of Arts,https://www.yellowpages.com.au/vic/kyneton/kyneton-school-of-arts-13282934-listing.html,(03) 5422 3534,,,98 Trio St,Kyneton,VIC,3444.0,"98 Trio St, Kyneton VIC 3444",No information available,No information available
Education_and_Training,Art_Teacher,Vogue School of Performing Arts,https://www.yellowpages.com.au/sup/vogue-school-of-performing-arts-12469823-listing.html,(03) 9354 3900,,,,,,,No location found,No information available,No information available
Education_and_Training,Art_Teacher,Commercial Arts Training College,https://www.yellowpages.com.au/vic/melbourne/commercial-arts-training-college-12921882-listing.html,1300 661 111,info@catc.edu.au,http://www.catc.edu.au,Level 6 271 William St,Melbourne,VIC,3000.0,"Level 6 271 William St, Melbourne VIC 3000",No information available,No information available
Education_and_Training,Art_Teacher,Northern College Of The Arts & Technology,https://www.yellowpages.com.au/vic/preston/northern-college-of-the-arts-technology-1000002281456-listing.html,(03) 9478 1333,ncat@edumail.vic.gov.au,https://ncat.vic.edu.au,62 Murray Rd,Preston,VIC,3072.0,"62 Murray Rd, Preston VIC 3072",No information available,No information available
Education_and_Training,Art_Teacher,Victorian College of the Arts,https://www.yellowpages.com.au/vic/southbank/victorian-college-of-the-arts-1000001914378-listing.html,13 6352,,http://vca.unimelb.edu.au,234 St Kilda Rd,Southbank,VIC,3006.0,"234 St Kilda Rd, Southbank VIC 3006",No information available,No information available
Education_and_Training,Art_Teacher,The Health Arts College,https://www.yellowpages.com.au/vic/box-hill/the-health-arts-college-12366228-listing.html,1300 658 326,study@thacollege.edu.au,http://www.thacollege.edu.au,18 Ellingworth Parade,Box Hill,VIC,3128.0,"18 Ellingworth Parade, Box Hill VIC 3128",No information available,No information available
Education_and_Training,Art_Teacher,The Health Arts College,https://www.yellowpages.com.au/vic/box-hill/the-health-arts-college-12421784-listing.html,1300 658 326,study@thacollege.edu.au,http://www.thacollege.edu.au,34-36 Ellingworth Parade,Box Hill,VIC,3128.0,"34-36 Ellingworth Parade, Box Hill VIC 3128",No information available,No information available
Education_and_Training,Art_Teacher,International College Of Martial Arts & Natural Therapies,https://www.yellowpages.com.au/vic/airport-west/international-college-of-martial-arts-natural-therapies-13021450-listing.html,(03) 9336 7222,,,190 Roberts Rd,Airport West,VIC,3042.0,"190 Roberts Rd, Airport West VIC 3042",No information available,No information available
Education_and_Training,Art_Teacher,Australian College Of Dramatic Arts,https://www.yellowpages.com.au/vic/ringwood/australian-college-of-dramatic-arts-1000001958499-listing.html,(03) 9879 6234,,,55 Oliver St,Ringwood,VIC,3134.0,"55 Oliver St, Ringwood VIC 3134",No information available,No information available
Education_and_Training,Art_Teacher,Vocal Art Studios,https://www.yellowpages.com.au/vic/airport-west/vocal-art-studios-1000002106216-listing.html,(03) 9994 8066,info@vocalartstudios.com,http://www.vocalartstudios.com,30 Webb Rd,Airport West,VIC,3042.0,"30 Webb Rd, Airport West VIC 3042","Payment Methods
American Express
BPAY
Cash
Cheques
Direct Debit
EFT
EFTPOS
Mastercard
Visa
ABN
15 429 044 569
Staff
11-20
Established
2003
Also trades as
Vocal Art Studios","Hours of Operation
Open Evenings, Open Monday - Friday
Style
Alternative, Blues, Contemporary, Funk, Improvisation, Jazz, Pop, Rock, Soul
Services
Assessments, Examinations, Group Lessons, Private Lessons, Short Courses
Methods
AMEB, Public Performances, Recording Projects, Trinity College, Workshops
Offering
Aural Training, Bands, Basic Knowledge, Choirs, Composition, HSC, Theory, VCE
Features
Accredited, By Appointment, Certified, Family Rates, Gift Vouchers, Licensed, On-Site Services, Registered, Scholarships
Instrument
Acoustic Guitars, Bass, Clarinets, Drums, Electric Guitars, Electric Pianos, Flutes, Guitars, Keyboards, Pianos
Catering To
Adults, All Ages, Children, Groups, Pre-school, Professionals
Rating
Over 15 Years"
Education_and_Training,Art_Teacher,Cam Art Craft & Technology,https://www.yellowpages.com.au/vic/mt-waverley/cam-art-craft-technology-13909221-listing.html,(03) 9544 1518,sales@camartech.com.au,http://www.camartech.com.au,Unit 6/ 40 Ricketts Rd,Mt Waverley,VIC,3149.0,"Unit 6/ 40 Ricketts Rd, Mt Waverley VIC 3149","Payment Methods
Cash
Cheques
Direct Debit
EFT
EFTPOS
Mastercard
Money Order
Visa
ABN
22 133 643 320
ACN
133 643 320
Established
1970","Hours of Operation
Open Monday - Friday, Open Saturdays
Product
Alphabets & Numbers, Books, Games, Geometric Shapes, Maths Tables, Number Boards, Pattern Blocks, Peg Boards, Play Money, Science Equipment, Show & Tell Lesson Boards, Times Tables
Offering
Art
Features
Delivery, Factory Direct, Free Delivery, Free Quotes, Mail Order, Quotes"
Education_and_Training,Art_Teacher,Zart Art,https://www.yellowpages.com.au/vic/box-hill-north/zart-art-13142415-listing.html,(03) 9890 1867,zartart@zartart.com.au,http://www.zartart.com.au,41 Lexton Rd,Box Hill North,VIC,3129.0,"41 Lexton Rd, Box Hill North VIC 3129","ABN
24 621 120 321",No information available
Education_and_Training,Art_Teacher,Leigh Rust Art Studio,https://www.yellowpages.com.au/vic/pakenham/leigh-rust-art-studio-15158131-listing.html,0410 419 075,wildatart@gmail.com,,Pommel St,Pakenham,VIC,3810.0,"Pommel St, Pakenham VIC 3810",No information available,No information available
Education_and_Training,Art_Teacher,Kyneton Art Supplies,https://www.yellowpages.com.au/vic/kyneton/kyneton-art-supplies-12654325-listing.html,(03) 5422 3500,,,92 Mollison St,Kyneton,VIC,3444.0,"92 Mollison St, Kyneton VIC 3444",No information available,No information available
Education_and_Training,Art_Teacher,United Schools of Martial Arts Pty Ltd (USMA TAEKWONDO),https://www.yellowpages.com.au/vic/clayton/united-schools-of-martial-arts-pty-ltd-usma-taekwondo-15524174-listing.html,(03) 9543 2626,info@usmataekwondo.com,http://www.usmataekwondo.com,348A Clayton Rd,Clayton,VIC,3168.0,"348A Clayton Rd, Clayton VIC 3168",No information available,No information available
Education_and_Training,Art_Teacher,Carlton Arts Centre,https://www.yellowpages.com.au/vic/carlton/carlton-arts-centre-13022550-listing.html,(03) 9347 3065,,,189 Nicholson St,Carlton,VIC,3053.0,"189 Nicholson St, Carlton VIC 3053",No information available,No information available
Education_and_Training,Art_Teacher,Motown Music School,https://www.yellowpages.com.au/vic/bentleigh-east/motown-music-school-1000002085912-listing.html,0498 008 660,motownmusicschool@gmail.com,http://motownmusicschool.com.au,,Bentleigh East,VIC,3165,Bentleigh East VIC 3165,"About Motown Music School
Music Lessons for: GUITAR, BASS, UKULELE & VOICE. 
Beginners to Advanced. All ages welcome. NDIS Registered. Insured. Current Working with Children Check.
Payment Methods
Cash
Direct Debit
ABN
66 831 632 905
Staff
1-10
Established
2018
Also trades as
Motown Music School","Hours of Operation
Flexible Hours, Open 365 Days, Open Evenings, Open Late, Open Monday - Friday, Open Saturdays, Open Sundays
Style
Alternative, Blues, Classical, Contemporary, Funk, Improvisation, Jazz, Pop, Rock, Soul
Services
Group Lessons, Private Lessons
Methods
Public Performances, Structured, Traditional
Offering
Aural Training, Bands, Basic Knowledge, Composition, Theory
Features
By Appointment
Instrument
Acoustic Guitars, Bass, Electric Guitars, Guitars
Catering To
Adults, All Ages, Children, Groups, Professionals"
Education_and_Training,Art_Teacher,Creative Guitar School,https://www.yellowpages.com.au/vic/carnegie/creative-guitar-school-14876406-listing.html,0448 348 701,info@thomaslorenzo.com.au,http://www.thomaslorenzo.com.au,Unit 10 1260 Glen Huntly Rd,Carnegie,VIC,3163.0,"Unit 10 1260 Glen Huntly Rd, Carnegie VIC 3163","About Creative Guitar School
Group Guitar Lessons and Courses in a Recording Studio setting. Develop your well being through creativity and self expression. Hosting monthly guitar concerts
Payment Methods
Direct Debit
EFT
ABN
57 048 255 037
Established
2012","Hours of Operation
Open Late, Open Monday - Friday, Open Saturdays
Style
Alternative, Blues, Classical, Contemporary, Funk, Improvisation, Jazz, Pop, Rock, Soul
Services
Group Lessons, Private Lessons
Brand
Yamaha
Features
By Appointment
Instrument
Acoustic Guitars, Electric Guitars, Guitars
Catering To
Adults, Professionals
Rating
Over 35 Years"
Education_and_Training,Art_Teacher,Caroline Springs School of Music,https://www.yellowpages.com.au/vic/caroline-springs/caroline-springs-school-of-music-12652597-listing.html,(03) 9363 0662,csmusic@bigpond.com,http://www.carolinespringsschoolofmusic.com.au,,Caroline Springs,VIC,3023,Caroline Springs VIC 3023,"Payment Methods
Cash
Cheques
EFTPOS
Mastercard
Visa
ABN
86 778 247 326
Established
2002","Hours of Operation
Open Evenings, Open Late, Open Monday - Friday, Open Saturdays
Style
Blues, Classical, Contemporary, Funk, Improvisation, Jazz, Pop, Rock, Soul
Services
Assessments, Examinations, Group Lessons, Private Lessons, Short Courses
Methods
Public Performances, Recording Projects, Structured, Traditional, Workshops
Offering
Bands, Choirs
Features
By Appointment
Instrument
Acoustic Guitars, Bass, Clarinets, Drums, Electric Guitars, Electric Pianos, Flutes, Guitars, Keyboards, Organs, Pianos, Saxophones, Violins
Catering To
Adults, All Ages, Children, Groups, Pre-school, Professionals
Rating
Over 30 Years"
Education_and_Training,Art_Teacher,iROCK Music School,https://www.yellowpages.com.au/vic/cranbourne-north/irock-music-school-1000002142938-listing.html,0478 139 776,jerry@irockmusicschool.com.au,http://www.irockmusicschool.com.au,,Cranbourne North,VIC,3977,Cranbourne North VIC 3977,"About iROCK Music School
UNLEASH YOUR INNER ROCK STAR!Learn how the guitar, bass, drums, keyboard, ukulele and vocals at Melbourne’s best rock music school in Cranbourne and online.
Payment Methods
EFT
ABN
91 757 229 981
Also trades as
iROCK Music School","Style
Blues, Contemporary, Improvisation, Pop, Rock
Services
Group Lessons, Private Lessons
Offering
Aural Training, Bands, Basic Knowledge, Composition, Theory, VCE
Features
Accredited, Certified, Guaranteed, Licensed, Registered
Instrument
Acoustic Guitars, Bass, Drums, Electric Guitars, Guitars, Keyboards
Catering To
All Ages
Rating
Over 20 Years"
Education_and_Training,Art_Teacher,Shamrock School of Music,https://www.yellowpages.com.au/vic/pakenham/shamrock-school-of-music-1000002359707-listing.html,0402 475 309,paul@shamrockmusic.com.au,https://shamrockmusic.com.au,Unit 8 21-31 Parman Ave,Pakenham,VIC,3810.0,"Unit 8 21-31 Parman Ave, Pakenham VIC 3810","ABN
55 688 522 439
Staff
1-10
Established
2018
Also trades as
Samrock Music, Shamrock","Hours of Operation
Open Monday - Friday, Open Sundays
Style
Blues, Classical, Pop, Rock
Services
Group Lessons, Private Lessons
Offering
Theory
Instrument
Bass, Guitars, Keyboards, Pianos
Catering To
Groups"
Education_and_Training,Art_Teacher,Mildura Singing School,https://www.yellowpages.com.au/vic/mildura/mildura-singing-school-13064370-listing.html,0410 810 628,singingschool@icloud.com,https://mildurasingingschool.com,,Mildura,VIC,3500,Mildura VIC 3500,"Payment Methods
Cash
EFTPOS
ABN
24 091 314 705
Staff
1-10
Established
2004","Hours of Operation
Open Evenings, Open Monday - Friday
Style
Classical, Contemporary
Services
Private Lessons
Methods
AMEB, Public Performances
Offering
Aural Training, Basic Knowledge, Choirs, Theory
Features
By Appointment, Gift Vouchers, Scholarships
Instrument
Pianos
Catering To
All Ages, Children
Rating
Over 10 Years"
Education_and_Training,Art_Teacher,Davies Music School,https://www.yellowpages.com.au/vic/hoppers-crossing/davies-music-school-15532002-listing.html,(03) 9021 0542,office@daviesmusicschool.com.au,http://www.daviesmusicschool.com.au,2 Marche Ct,Hoppers Crossing,VIC,3029.0,"2 Marche Ct, Hoppers Crossing VIC 3029","About Davies Music School
We have been open since around 2009 and currently have over 30 teachers with over 300 students. We are known for our many services including home visits.
Payment Methods
American Express
BPAY
Cash
Direct Debit
EFTPOS
Mastercard
Visa
ABN
15 195 573 480
Staff
21-50
Also trades as
Davies Music School","Hours of Operation
Flexible Hours, Open Evenings, Open Late, Open Monday - Friday, Open Saturdays
Style
Alternative, Blues, Classical, Contemporary, Funk, Improvisation, Jazz, Pop, Rock, Soul
Services
Assessments, Examinations, Group Lessons, Private Lessons
Methods
AMEB, Public Performances
Offering
Aural Training, Bands, Theory
Instrument
Acoustic Guitars, Drums, Electric Guitars, Electric Pianos, Guitars, Keyboards, Pianos, Violins
Catering To
Adults, All Ages, Children, Groups, Pre-school, Professionals
Rating
Over 10 Years"
Education_and_Training,Art_Teacher,Cantabile School Of Music,https://www.yellowpages.com.au/vic/glen-waverley/cantabile-school-of-music-15187061-listing.html,0430 149 755,kjaymatt@hotmail.com,http://www.cantabileschoolofmusic.com.au,,Glen Waverley,VIC,3150,Glen Waverley VIC 3150,"Payment Methods
Cash
ABN
43 186 866 381","Hours of Operation
Flexible Hours, Open Monday - Friday
Services
Assessments, Group Lessons, Private Lessons, Short Courses
Offering
Aural Training, Basic Knowledge
Features
By Appointment, Registered
Catering To
Adults, All Ages, Groups"
Education_and_Training,Art_Teacher,Take 5 School Of Music,https://www.yellowpages.com.au/vic/geelong/take-5-school-of-music-13124001-listing.html,(03) 5222 2735,,http://www.take5music.com.au,,Geelong,VIC,3220,Geelong VIC 3220,"About Take 5 School Of Music
Pino Pantano has been sharing his passion for music with students for over 25 years as an instrumental and vocal music teacher in the Geelong region.
Payment Methods
Cash
EFT","Hours of Operation
Flexible Hours
Services
Group Lessons, Private Lessons
Methods
AMEB, Trinity College
Offering
Aural Training, Composition, Theory, VCE
Features
By Appointment
Instrument
Acoustic Guitars, Bass, Drums, Electric Guitars, Guitars, Keyboards, Pianos
Catering To
Adults, All Ages, Children, Professionals
Rating
Over 25 Years"
Education_and_Training,Art_Teacher,Gippsland Music School,https://www.yellowpages.com.au/vic/churchill/gippsland-music-school-1000002663540-listing.html,0407 792 131,admin@gippslandmusicschool.com.au,http://www.gippslandmusicschool.com.au,27 Walker Parade,Churchill,VIC,3842.0,"27 Walker Parade, Churchill VIC 3842","About Gippsland Music School
We offer both face-to-face and live online classes. We teach musical instruments and music specific courses that are tailored to the needs of all students.
Payment Methods
Direct Debit
Also trades as
Gippsland Music School","Hours of Operation
Flexible Hours, Open Evenings, Open Monday - Friday
Style
Alternative, Blues, Classical, Contemporary, Improvisation, Jazz, Pop, Rock
Services
Assessments, Examinations, Group Lessons, Private Lessons, Short Courses
Methods
AMEB, Sibelius, Structured, Traditional, Workshops
Offering
Aural Training, Basic Knowledge, Composition, Theory, VCE
Features
By Appointment, Certified, Gift Vouchers
Instrument
Accordions, Acoustic Guitars, Bass, Clarinets, Cornets, Drums, Euphoniums, Flutes, Guitars, Keyboards, Pianos, Saxophones, Trombones, Trumpets, Tubas, Violins
Catering To
Adults, All Ages, Children, Groups, Professionals
Rating
Over 20 Years"
Education_and_Training,Art_Teacher,National Music School,https://www.yellowpages.com.au/vic/mill-park/national-music-school-1000002259779-listing.html,0438 302 079,info@nationalmusicschool.com.au,http://nationalmusicschool.com.au,70 Wagstaff Dr,Mill Park,VIC,3082.0,"70 Wagstaff Dr, Mill Park VIC 3082",No information available,No information available
Education_and_Training,Art_Teacher,Karate School,https://www.yellowpages.com.au/vic/ravenhall/karate-school-14688347-listing.html,0447 243 471,admin@libertekarate.com.au,http://www.libertekarate.com.au,Factory 1 15 Eucumbene Dr,Ravenhall,VIC,3023.0,"Factory 1 15 Eucumbene Dr, Ravenhall VIC 3023",No information available,No information available
Education_and_Training,Art_Teacher,Forte School of Music,https://www.yellowpages.com.au/vic/wantirna/forte-school-of-music-13217873-listing.html,1300 367 830,wantirna@fortemusic.com,http://www.fortemusic.com.au,Unit 11/ 322 Mountain Hwy,Wantirna,VIC,3152.0,"Unit 11/ 322 Mountain Hwy, Wantirna VIC 3152","Staff
11-20
Established
1993",No information available
Education_and_Training,Art_Teacher,Melbourne School Of Music,https://www.yellowpages.com.au/vic/parkville/melbourne-school-of-music-15038814-listing.html,(03) 9873 5526,,http://www.melbourneschoolofmusic.com.au,17/ 311 Royal Parade,Parkville,VIC,3052.0,"17/ 311 Royal Parade, Parkville VIC 3052","Established
1983","Hours of Operation
Open Evenings, Open Monday - Friday, Open Saturdays
Services
Private Lessons
Methods
Structured
Offering
Theory
Features
By Appointment, Gift Vouchers
Instrument
Acoustic Guitars, Electric Guitars, Electric Pianos, Guitars, Keyboards, Pianos
Catering To
Adults, All Ages, Children, Professionals
Rating
Over 30 Years"
Education_and_Training,Art_Teacher,RICHMOND SHOTOKAN KARATE SCHOOL,https://www.yellowpages.com.au/vic/richmond/richmond-shotokan-karate-school-1000002149502-listing.html,0407 467 577,shotokanwska@optusnet.com.au,http://www.shotokan-karate.com.au,St Ignatius Church 326-348 Church St,Richmond,VIC,3121.0,"St Ignatius Church 326-348 Church St, Richmond VIC 3121",No information available,No information available
Education_and_Training,Art_Teacher,Mont & Co School Of Music,https://www.yellowpages.com.au/vic/brunswick/mont-co-school-of-music-15643651-listing.html,0421 785 416,info@montandco.com.au,http://www.montandco.com.au,3/ 2 Mitchell St,Brunswick,VIC,3056.0,"3/ 2 Mitchell St, Brunswick VIC 3056",No information available,No information available
Education_and_Training,Art_Teacher,Treble Makers Music School Australia,https://www.yellowpages.com.au/vic/st-kilda/treble-makers-music-school-australia-1000001908142-listing.html,0402 512 648,info@treblemakersmusicschoolaustralia.com.au,http://treblemakersmusicschoolaustralia.com.au,Level 1 82 Acland St,St Kilda,VIC,3182.0,"Level 1 82 Acland St, St Kilda VIC 3182",No information available,No information available
